שם תחנה,מספר תחנה,תאריך,סוג קרינה(),05-06 LST(kJ/m²),06-07 LST(kJ/m²),07-08 LST(kJ/m²),08-09 LST(kJ/m²),09-10 LST(kJ/m²),10-11 LST(kJ/m²),11-12 LST(kJ/m²),12-13 LST(kJ/m²),13-14 LST(kJ/m²),14-15 LST(kJ/m²),15-16 LST(kJ/m²),16-17 LST(kJ/m²),17-18 LST(kJ/m²),18-19 LST(kJ/m²)
בית דגן קרינה                                     ,2524,24-12-2020,גלובאלית,0,10.8,50.4,176.4,367.2,734.4,342,961.2,698.4,777.6,370.8,75.6,0,0
בית דגן קרינה                                     ,2524,25-12-2020,ישירה,0,-,-,2595.6,3002.4,3178.8,3139.2,3034.8,2980.8,2689.2,2106,363.6,0,0
בית דגן קרינה                                     ,2524,25-12-2020,מפוזרת,0,14.4,111.6,169.2,205.2,237.6,270,284.4,241.2,205.2,129.6,32.4,0,0
בית דגן קרינה                                     ,2524,25-12-2020,גלובאלית,0,18,-,1011.6,1605.6,1962,2077.2,1983.6,1699.2,1206,601.2,57.6,0,0
בית דגן קרינה                                     ,2524,26-12-2020,מפוזרת,0,10.8,111.6,180,230.4,266.4,298.8,320.4,302.4,259.2,183.6,46.8,0,0
בית דגן קרינה                                     ,2524,26-12-2020,גלובאלית,0,14.4,352.8,1036.8,1591.2,1954.8,2098.8,2012.4,1710,1213.2,590.4,68.4,0,0
בית דגן קרינה                                     ,2524,26-12-2020,ישירה,3.6,25.2,1213.2,2617.2,2980.8,3099.6,3067.2,2944.8,2790,2444.4,1684.8,234,0,0
בית דגן קרינה                                     ,2524,27-12-2020,מפוזרת,0,14.4,111.6,176.4,212.4,226.8,230.4,226.8,212.4,190.8,144,36,0,0
בית דגן קרינה                                     ,2524,27-12-2020,גלובאלית,0,18,342,1004.4,1544.4,1929.6,2095.2,2023.2,1735.2,1245.6,626.4,68.4,0,0
בית דגן קרינה                                     ,2524,27-12-2020,ישירה,3.6,14.4,1040.4,2548.8,2926.8,3128.4,3196.8,3168,3052.8,2793.6,2098.8,378,0,0
בית דגן קרינה                                     ,2524,28-12-2020,ישירה,0,0,1126.8,2358,2750.4,2548.8,2754,1994.4,2001.6,1170,594,126,0,0
בית דגן קרינה                                     ,2524,28-12-2020,מפוזרת,0,14.4,144,219.6,277.2,378,399.6,558,547.2,460.8,309.6,54,0,0
בית דגן קרינה                                     ,2524,28-12-2020,גלובאלית,0,14.4,349.2,1000.8,1551.6,1810.8,2048.4,1796.4,1627.2,993.6,482.4,68.4,0,0
בית דגן קרינה                                     ,2524,29-12-2020,ישירה,0,3.6,435.6,2289.6,2757.6,2959.2,3049.2,2980.8,2800.8,2437.2,1796.4,309.6,0,0
בית דגן קרינה                                     ,2524,29-12-2020,מפוזרת,0,14.4,144,230.4,270,295.2,298.8,291.6,284.4,255.6,169.2,39.6,0,0
בית דגן קרינה                                     ,2524,29-12-2020,גלובאלית,0,14.4,342,936,1530,1926,2088,1994.4,1702.8,1216.8,604.8,64.8,0,0
בית דגן קרינה                                     ,2524,30-12-2020,ישירה,0,3.6,208.8,1976.4,2667.6,2948.4,2998.8,2926.8,2754,2433.6,1670.4,262.8,0,0
בית דגן קרינה                                     ,2524,30-12-2020,מפוזרת,0,18,183.6,291.6,284.4,298.8,313.2,324,309.6,266.4,194.4,43.2,0,0
בית דגן קרינה                                     ,2524,30-12-2020,גלובאלית,0,21.6,302.4,986.4,1526.4,1922.4,2080.8,2019.6,1720.8,1238.4,612,68.4,0,0
בית דגן קרינה                                     ,2524,31-12-2020,ישירה,0,0,892.8,1998,2455.2,2696.4,2710.8,2545.2,2386.8,2066.4,1328.4,169.2,0,0
בית דגן קרינה                                     ,2524,31-12-2020,מפוזרת,0,14.4,158.4,270,320.4,360,388.8,403.2,378,316.8,219.6,54,0,0
בית דגן קרינה                                     ,2524,31-12-2020,גלובאלית,0,14.4,324,954,1476,1861.2,2012.4,1908,1627.2,1159.2,565.2,72,0,0
בית דגן קרינה                                     ,2524,01-01-2021,ישירה,0,0,662.4,1576.8,2181.6,2412,2422.8,2343.6,2188.8,1980,1350,126,0,0
בית דגן קרינה                                     ,2524,01-01-2021,מפוזרת,0,14.4,172.8,352.8,421.2,478.8,525.6,540,478.8,381.6,237.6,57.6,0,0
בית דגן קרינה                                     ,2524,01-01-2021,גלובאלית,0,14.4,302.4,882,1432.8,1814.4,1962,1897.2,1602,1170,572.4,75.6,0,0
בית דגן קרינה                                     ,2524,02-01-2021,ישירה,0,0,446.4,961.2,1317.6,1922.4,1278,1479.6,2145.6,1861.2,1177.2,176.4,0,0
בית דגן קרינה                                     ,2524,02-01-2021,מפוזרת,0,14.4,223.2,471.6,590.4,666,604.8,644.4,489.6,388.8,262.8,64.8,0,0
בית דגן קרינה                                     ,2524,02-01-2021,גלובאלית,0,14.4,324,853.2,1260,1785.6,1450.8,1623.6,1630.8,1162.8,583.2,86.4,0,0
בית דגן קרינה                                     ,2524,03-01-2021,ישירה,0,3.6,7.2,658.8,241.2,867.6,1947.6,1774.8,1479.6,1155.6,633.6,64.8,0,0
בית דגן קרינה                                     ,2524,03-01-2021,מפוזרת,0,10.8,154.8,442.8,586.8,759.6,648,673.2,640.8,496.8,291.6,64.8,0,0
בית דגן קרינה                                     ,2524,03-01-2021,גלובאלית,0,10.8,162,788.4,723.6,1332,1886.4,1785.6,1479.6,1015.2,482.4,72,0,0
בית דגן קרינה                                     ,2524,04-01-2021,ישירה,0,3.6,7.2,7.2,100.8,2026.8,2534.4,2599.2,2322,1936.8,1224,172.8,0,0
בית דגן קרינה                                     ,2524,04-01-2021,מפוזרת,0,10.8,183.6,439.2,788.4,604.8,464.4,410.4,399.6,338.4,234,46.8,0,0
בית דגן קרינה                                     ,2524,04-01-2021,גלובאלית,0,10.8,198,464.4,907.2,1818,2001.6,1926,1623.6,1148.4,558,68.4,0,0
בית דגן קרינה                                     ,2524,05-01-2021,מפוזרת,0,10.8,122.4,460.8,698.4,759.6,738,856.8,806.4,468,288,61.2,0,0
בית דגן קרינה                                     ,2524,05-01-2021,ישירה,3.6,7.2,3.6,10.8,21.6,1386,1839.6,1623.6,1407.6,1458,784.8,61.2,0,0
בית דגן קרינה                                     ,2524,05-01-2021,גלובאלית,3.6,14.4,129.6,496.8,748.8,1652.4,1926,1904.4,1634.4,1108.8,522,72,0,0
בית דגן קרינה                                     ,2524,06-01-2021,ישירה,0,0,0,7.2,1047.6,2109.6,2016,1645.2,759.6,1008,1296,248.4,0,0
בית דגן קרינה                                     ,2524,06-01-2021,מפוזרת,0,7.2,97.2,331.2,608.4,586.8,594,669.6,766.8,651.6,266.4,50.4,0,0
בית דגן קרינה                                     ,2524,06-01-2021,גלובאלית,0,7.2,100.8,345.6,1184.4,1821.6,1875.6,1728,1249.2,1105.2,622.8,86.4,0,0
בית דגן קרינה                                     ,2524,07-01-2021,ישירה,0,3.6,457.2,1969.2,2455.2,2671.2,2664,2620.8,2426.4,2041.2,1483.2,288,0,0
בית דגן קרינה                                     ,2524,07-01-2021,מפוזרת,0,10.8,147.6,255.6,313.2,349.2,381.6,388.8,385.2,342,223.2,61.2,0,0
בית דגן קרינה                                     ,2524,07-01-2021,גלובאלית,0,14.4,284.4,896.4,1461.6,1846.8,1994.4,1954.8,1684.8,1209.6,626.4,100.8,0,0
בית דגן קרינה                                     ,2524,08-01-2021,ישירה,0,3.6,867.6,2523.6,2930.4,3160.8,3229.2,3160.8,2926.8,2638.8,1314,338.4,0,0
בית דגן קרינה                                     ,2524,08-01-2021,מפוזרת,0,10.8,126,190.8,230.4,248.4,255.6,262.8,302.4,306,266.4,122.4,0,0
בית דגן קרינה                                     ,2524,08-01-2021,גלובאלית,0,14.4,309.6,1018.8,1598.4,2001.6,2178,2109.6,1843.2,1393.2,622.8,172.8,0,0
בית דגן קרינה                                     ,2524,09-01-2021,ישירה,0,0,914.4,2055.6,2530.8,2700,2754,2642.4,2491.2,2134.8,1512,309.6,0,0
בית דגן קרינה                                     ,2524,09-01-2021,מפוזרת,0,10.8,144,248.4,306,345.6,378,406.8,381.6,327.6,230.4,68.4,0,0
בית דגן קרינה                                     ,2524,09-01-2021,גלובאלית,0,10.8,277.2,1054.8,1483.2,1872,2044.8,1976.4,1706.4,1231.2,644.4,111.6,0,0
בית דגן קרינה                                     ,2524,10-01-2021,ישירה,0,0,583.2,1670.4,2221.2,2422.8,2512.8,2574,2448,2106,1458,298.8,0,0
בית דגן קרינה                                     ,2524,10-01-2021,מפוזרת,0,10.8,162,306,378,421.2,439.2,417.6,392.4,342,237.6,72,0,0
בית דגן קרינה                                     ,2524,10-01-2021,גלובאלית,0,10.8,277.2,910.8,1432.8,1807.2,1983.6,1962,1710,1242,648,115.2,0,0
בית דגן קרינה                                     ,2524,11-01-2021,ישירה,0,3.6,738,2073.6,2541.6,2736,2800.8,2800.8,2570.4,2368.8,1879.2,410.4,0,0
בית דגן קרינה                                     ,2524,11-01-2021,מפוזרת,0,14.4,158.4,255.6,313.2,345.6,356.4,342,342,284.4,198,54,0,0
בית דגן קרינה                                     ,2524,11-01-2021,גלובאלית,0,14.4,324,964.8,1526.4,1908,2066.4,2019.6,1738.8,1296,712.8,111.6,0,0
בית דגן קרינה                                     ,2524,12-01-2021,ישירה,0,0,1267.2,2376,2772,2912.4,2552.4,1839.6,2278.8,2343.6,669.6,3.6,0,0
בית דגן קרינה                                     ,2524,12-01-2021,מפוזרת,0,10.8,133.2,212.4,259.2,306,442.8,590.4,540,302.4,226.8,64.8,0,0
בית דגן קרינה                                     ,2524,12-01-2021,גלובאלית,0,14.4,367.2,1018.8,1569.6,1969.2,2052,1803.6,1796.4,1317.6,453.6,68.4,0,0
בית דגן קרינה                                     ,2524,13-01-2021,ישירה,0,3.6,7.2,18,90,201.6,136.8,162,39.6,10.8,0,0,0,0
בית דגן קרינה                                     ,2524,13-01-2021,מפוזרת,0,7.2,154.8,345.6,741.6,972,1033.2,1044,835.2,540,183.6,46.8,0,0
בית דגן קרינה                                     ,2524,13-01-2021,גלובאלית,0,7.2,162,360,835.2,1166.4,1195.2,1220.4,907.2,572.4,190.8,46.8,0,0
בית דגן קרינה                                     ,2524,14-01-2021,ישירה,0,0,100.8,342,457.2,1288.8,856.8,640.8,111.6,54,3.6,3.6,0,0
בית דגן קרינה                                     ,2524,14-01-2021,מפוזרת,0,7.2,79.2,417.6,522,712.8,820.8,745.2,637.2,252,180,14.4,0,0
בית דגן קרינה                                     ,2524,14-01-2021,גלובאלית,0,7.2,100.8,572.4,781.2,1504.8,1414.8,1195.2,748.8,302.4,194.4,18,0,0
בית דגן קרינה                                     ,2524,15-01-2021,ישירה,0,0,14.4,0,424.8,3.6,72,0,0,0,21.6,64.8,0,0
בית דגן קרינה                                     ,2524,15-01-2021,מפוזרת,0,3.6,100.8,320.4,756,687.6,892.8,284.4,219.6,255.6,291.6,93.6,0,0
בית דגן קרינה                                     ,2524,15-01-2021,גלובאלית,0,3.6,111.6,338.4,1004.4,745.2,1000.8,295.2,226.8,273.6,316.8,108,0,0
בית דגן קרינה                                     ,2524,16-01-2021,ישירה,0,0,18,0,291.6,1011.6,2055.6,831.6,2761.2,1807.2,1969.2,280.8,0,0
בית דגן קרינה                                     ,2524,16-01-2021,מפוזרת,0,10.8,162,406.8,806.4,1130.4,734.4,968.4,417.6,540,284.4,97.2,0,0
בית דגן קרינה                                     ,2524,16-01-2021,גלובאלית,0,14.4,180,428.4,1029.6,1872,2116.8,1587.6,1976.4,1382.4,878.4,144,0,0
בית דגן קרינה                                     ,2524,17-01-2021,ישירה,0,0,633.6,1476,1270.8,712.8,932.4,1296,1184.4,813.6,176.4,176.4,0,0
בית דגן קרינה                                     ,2524,17-01-2021,מפוזרת,0,10.8,162,435.6,687.6,846,982.8,838.8,698.4,550.8,316.8,122.4,0,0
בית דגן קרינה                                     ,2524,17-01-2021,גלובאלית,0,10.8,295.2,979.2,1386,1375.2,1710,1789.2,1472.4,997.2,392.4,158.4,0,0
בית דגן קרינה                                     ,2524,18-01-2021,ישירה,0,0,25.2,0,0,489.6,158.4,0,0,0,39.6,0,0,0
בית דגן קרינה                                     ,2524,18-01-2021,מפוזרת,0,7.2,97.2,183.6,403.2,702,856.8,792,547.2,313.2,248.4,32.4,0,0
בית דגן קרינה                                     ,2524,18-01-2021,גלובאלית,0,7.2,108,194.4,424.8,1051.2,1029.6,846,583.2,327.6,280.8,36,0,0
בית דגן קרינה                                     ,2524,19-01-2021,ישירה,0,0,1364.4,1749.6,2674.8,1382.4,158.4,0,0,0,0,0,0,0
בית דגן קרינה                                     ,2524,19-01-2021,מפוזרת,0,10.8,140.4,367.2,363.6,838.8,1134,770.4,586.8,158.4,136.8,39.6,0,0
בית דגן קרינה                                     ,2524,19-01-2021,גלובאלית,0,14.4,374.4,964.8,1645.2,1684.8,1339.2,817.2,622.8,169.2,144,39.6,0,0
בית דגן קרינה                                     ,2524,20-01-2021,ישירה,0,0,18,284.4,370.8,979.2,1580.4,1040.4,1933.2,932.4,421.2,655.2,0,0
בית דגן קרינה                                     ,2524,20-01-2021,מפוזרת,0,7.2,75.6,306,543.6,471.6,691.2,813.6,684,442.8,327.6,154.8,0,0
בית דגן קרינה                                     ,2524,20-01-2021,גלובאלית,3.6,10.8,86.4,432,770.4,1083.6,1728,1519.2,1800,874.8,493.2,259.2,0,0
בית דגן קרינה                                     ,2524,21-01-2021,ישירה,0,0,1641.6,2746.8,3142.8,3308.4,3150,2005.2,3196.8,2984.4,2584.8,1112.4,0,0
בית דגן קרינה                                     ,2524,21-01-2021,מפוזרת,0,14.4,115.2,172.8,212.4,234,338.4,507.6,259.2,223.2,165.6,75.6,0,0
בית דגן קרינה                                     ,2524,21-01-2021,גלובאלית,0,14.4,385.2,1152,1724.4,2149.2,2336.4,1832.4,2055.6,1569.6,936,241.2,0,0
בית דגן קרינה                                     ,2524,22-01-2021,ישירה,0,0,2214,2998.8,3337.2,3492,3549.6,3535.2,3434.4,3222,2772,1299.6,0,0
בית דגן קרינה                                     ,2524,22-01-2021,מפוזרת,0,10.8,104.4,158.4,183.6,198,208.8,205.2,198,180,147.6,68.4,0,0
בית דגן קרינה                                     ,2524,22-01-2021,גלובאלית,0,14.4,468,1159.2,1782,2214,2422.8,2390.4,2109.6,1620,972,252,0,0
בית דגן קרינה                                     ,2524,23-01-2021,ישירה,0,0,1807.2,2732.4,3405.6,3553.2,-,-,3481.2,3240,2746.8,1224,0,0
בית דגן קרינה                                     ,2524,23-01-2021,מפוזרת,0,18,198,259.2,194.4,190.8,205.2,194.4,190.8,183.6,154.8,72,0,0
בית דגן קרינה                                     ,2524,23-01-2021,גלובאלית,0,21.6,543.6,1220.4,1836,2239.2,2462.4,2412,2131.2,1645.2,979.2,252,0,0
בית דגן קרינה                                     ,2524,24-01-2021,ישירה,0,3.6,1882.8,2678.4,3070.8,3265.2,3340.8,3319.2,3153.6,2912.4,2462.4,1051.2,0,0
בית דגן קרינה                                     ,2524,24-01-2021,מפוזרת,0,14.4,133.2,198,234,244.8,255.6,255.6,262.8,241.2,187.2,93.6,0,0
בית דגן קרינה                                     ,2524,24-01-2021,גלובאלית,0,18,453.6,1141.2,1742.4,2174.4,2379.6,2340,2055.6,1580.4,950.4,255.6,0,0
בית דגן קרינה                                     ,2524,25-01-2021,ישירה,0,3.6,1450.8,2430,2894.4,2991.6,1688.4,2797.2,2725.2,2289.6,2228.4,954,0,0
בית דגן קרינה                                     ,2524,25-01-2021,מפוזרת,0,14.4,151.2,234,277.2,352.8,914.4,464.4,363.6,450,212.4,97.2,0,0
בית דגן קרינה                                     ,2524,25-01-2021,גלובאלית,0,18,417.6,1116,1728,2152.8,2145.6,2300.4,1980,1548,928.8,255.6,0,0
בית דגן קרינה                                     ,2524,26-01-2021,ישירה,0,0,1371.6,1393.2,1890,1738.8,1418.4,2404.8,990,1933.2,403.2,201.6,0,0
בית דגן קרינה                                     ,2524,26-01-2021,מפוזרת,0,28.8,255.6,478.8,622.8,709.2,874.8,662.4,907.2,662.4,435.6,133.2,0,0
בית דגן קרינה                                     ,2524,26-01-2021,גלובאלית,0,32.4,496.8,1008,1594.8,1782,1857.6,2217.6,1555.2,1605.6,583.2,183.6,0,0
בית דגן קרינה                                     ,2524,27-01-2021,ישירה,0,3.6,374.4,514.8,1292.4,1112.4,925.2,1047.6,619.2,327.6,54,259.2,0,0
בית דגן קרינה                                     ,2524,27-01-2021,מפוזרת,0,14.4,334.8,655.2,853.2,910.8,1051.2,1065.6,993.6,795.6,496.8,212.4,3.6,0
בית דגן קרינה                                     ,2524,27-01-2021,גלובאלית,0,18,468,928.8,1641.6,1778.4,1908,2030.4,1576.8,1083.6,565.2,262.8,3.6,0
בית דגן קרינה                                     ,2524,28-01-2021,ישירה,0,0,3.6,910.8,1256.4,32.4,0,3.6,10.8,176.4,133.2,756,0,0
בית דגן קרינה                                     ,2524,28-01-2021,מפוזרת,0,10.8,147.6,446.4,590.4,774,468,795.6,835.2,727.2,507.6,223.2,3.6,0
בית דגן קרינה                                     ,2524,28-01-2021,גלובאלית,0,10.8,151.2,856.8,1249.2,849.6,493.2,849.6,903.6,864,583.2,349.2,3.6,0
בית דגן קרינה                                     ,2524,29-01-2021,ישירה,0,0,25.2,0,0,410.4,406.8,1245.6,1015.2,90,687.6,43.2,0,0
בית דגן קרינה                                     ,2524,29-01-2021,מפוזרת,0,3.6,43.2,54,93.6,813.6,1008,806.4,795.6,500.4,482.4,90,7.2,0
בית דגן קרינה                                     ,2524,29-01-2021,גלובאלית,0,3.6,50.4,57.6,97.2,1126.8,1353.6,1681.2,1465.2,590.4,759.6,100.8,7.2,0
