שם תחנה,מספר תחנה,תאריך,סוג קרינה(),05-06 LST(kJ/m²),06-07 LST(kJ/m²),07-08 LST(kJ/m²),08-09 LST(kJ/m²),09-10 LST(kJ/m²),10-11 LST(kJ/m²),11-12 LST(kJ/m²),12-13 LST(kJ/m²),13-14 LST(kJ/m²),14-15 LST(kJ/m²),15-16 LST(kJ/m²),16-17 LST(kJ/m²),17-18 LST(kJ/m²),18-19 LST(kJ/m²)
בית דגן קרינה                                     ,2524,12-07-2020,מפוזרת,172.8,453.6,684,954,961.2,907.2,1036.8,810,626.4,482.4,450,392.4,277.2,54
בית דגן קרינה                                     ,2524,12-07-2020,גלובאלית,194.4,532.8,1497.6,1969.2,2570.4,2988,3250.8,3618,3150,2822.4,2192.4,1407.6,619.2,72
בית דגן קרינה                                     ,2524,13-07-2020,ישירה,165.6,1090.8,612,1080,1854,1645.2,2728.8,1436.4,1274.4,986.4,1951.2,2066.4,568.8,39.6
בית דגן קרינה                                     ,2524,13-07-2020,מפוזרת,183.6,450,756,813.6,849.6,1004.4,939.6,1159.2,1202.4,954,615.6,385.2,255.6,57.6
בית דגן קרינה                                     ,2524,13-07-2020,גלובאלית,237.6,918,1188,1724.4,2592,2750.4,3772.8,2761.2,2563.2,1933.2,1951.2,1382.4,457.2,68.4
בית דגן קרינה                                     ,2524,14-07-2020,מפוזרת,154.8,460.8,655.2,576,561.6,529.2,500.4,475.2,442.8,414,367.2,298.8,205.2,57.6
בית דגן קרינה                                     ,2524,14-07-2020,גלובאלית,234,964.8,972,2469.6,2970,3366,3542.4,3492,3236.4,2775.6,2160,1429.2,691.2,93.6
בית דגן קרינה                                     ,2524,14-07-2020,ישירה,399.6,1220.4,417.6,2530.8,2721.6,2926.8,3016.8,3009.6,2959.2,2847.6,2707.2,2422.8,1839.6,270
בית דגן קרינה                                     ,2524,15-07-2020,מפוזרת,158.4,439.2,716.4,550.8,540,482.4,432,392.4,378,352.8,324,295.2,219.6,57.6
בית דגן קרינה                                     ,2524,15-07-2020,גלובאלית,280.8,846,1288.8,2440.8,2970,3369.6,3546,3517.2,3272.4,2811.6,2181.6,1432.8,673.2,90
בית דגן קרינה                                     ,2524,15-07-2020,ישירה,626.4,1108.8,799.2,2509.2,2761.2,2995.2,3088.8,3146.4,3117.6,3016.8,2800.8,2390.4,1692,230.4
בית דגן קרינה                                     ,2524,16-07-2020,מפוזרת,154.8,500.4,730.8,914.4,1015.2,756,651.6,561.6,514.8,421.2,367.2,313.2,234,54
בית דגן קרינה                                     ,2524,16-07-2020,גלובאלית,244.8,777.6,1303.2,1818,2023.2,3286.8,3513.6,3477.6,3193.2,2764.8,2149.2,1422,626.4,68.4
בית דגן קרינה                                     ,2524,16-07-2020,ישירה,378,637.2,813.6,1076.4,961.2,2574,2779.2,2894.4,2847.6,2854.8,2674.8,2314.8,1396.8,54
בית דגן קרינה                                     ,2524,17-07-2020,מפוזרת,154.8,352.8,558,856.8,698.4,457.2,428.4,414,388.8,367.2,338.4,302.4,241.2,64.8
בית דגן קרינה                                     ,2524,17-07-2020,גלובאלית,295.2,939.6,1832.4,1360.8,2772,3312,3567.6,3538.8,3272.4,2811.6,2178,1436.4,597.6,82.8
בית דגן קרינה                                     ,2524,17-07-2020,ישירה,864,1551.6,2239.2,489.6,2282.4,2905.2,3078,3178.8,3142.8,3042,2836.8,2473.2,1234.8,126
בית דגן קרינה                                     ,2524,18-07-2020,מפוזרת,154.8,342,514.8,687.6,608.4,496.8,406.8,432,421.2,392.4,385.2,338.4,226.8,57.6
בית דגן קרינה                                     ,2524,18-07-2020,גלובאלית,259.2,648,1202.4,2066.4,2930.4,3283.2,3531.6,3495.6,3247.2,2768.4,2084.4,1378.8,583.2,79.2
בית דגן קרינה                                     ,2524,18-07-2020,ישירה,590.4,795.6,1105.2,1605.6,2577.6,2840.4,3078,3060,3031.2,2934,2667.6,2174.4,1202.4,154.8
בית דגן קרינה                                     ,2524,19-07-2020,מפוזרת,162,496.8,547.2,468,511.2,561.6,536.4,522,504,478.8,432,345.6,234,61.2
בית דגן קרינה                                     ,2524,19-07-2020,גלובאלית,288,914.4,1191.6,2419.2,2934,3333.6,3513.6,3466.8,3193.2,2714.4,2080.8,1393.2,655.2,86.4
בית דגן קרינה                                     ,2524,19-07-2020,ישירה,619.2,1047.6,946.8,2620.8,2779.2,2854.8,2944.8,2948.4,2865.6,2710.8,2484,2206.8,1580.4,226.8
בית דגן קרינה                                     ,2524,20-07-2020,ישירה,122.4,1137.6,370.8,2070,2566.8,2710.8,2782.8,2779.2,2667.6,2520,2221.2,1814.4,972,14.4
בית דגן קרינה                                     ,2524,20-07-2020,מפוזרת,165.6,511.2,576,673.2,615.6,622.8,622.8,615.6,612,579.6,536.4,450,295.2,57.6
בית דגן קרינה                                     ,2524,20-07-2020,גלובאלית,208.8,972,874.8,2286,2887.2,3286.8,3470.4,3423.6,3150,2689.2,2041.2,1346.4,586.8,68.4
בית דגן קרינה                                     ,2524,21-07-2020,מפוזרת,183.6,392.4,630,622.8,561.6,547.2,525.6,493.2,453.6,435.6,406.8,342,241.2,54
בית דגן קרינה                                     ,2524,21-07-2020,גלובאלית,277.2,716.4,1645.2,2170.8,2912.4,3315.6,3506.4,3470.4,3204,2761.2,2127.6,1396.8,608.4,75.6
בית דגן קרינה                                     ,2524,21-07-2020,ישירה,410.4,889.2,1724.4,2041.2,2682,2858.4,2952,2995.2,2980.8,2844,2606.4,2264.4,1317.6,147.6
בית דגן קרינה                                     ,2524,22-07-2020,מפוזרת,144,284.4,576,453.6,536.4,543.6,547.2,558,536.4,475.2,392.4,313.2,219.6,54
בית דגן קרינה                                     ,2524,22-07-2020,גלובאלית,270,957.6,1508.4,2419.2,2937.6,3312,3488.4,3430.8,3164.4,2718,2106,1375.2,626.4,75.6
בית דגן קרינה                                     ,2524,22-07-2020,ישירה,680.4,1951.2,1544.4,2674.8,2732.4,2847.6,2905.2,2872.8,2815.2,2743.2,2617.2,2307.6,1591.2,230.4
בית דגן קרינה                                     ,2524,23-07-2020,מפוזרת,158.4,385.2,536.4,604.8,655.2,655.2,594,576,507.6,442.8,424.8,360,237.6,50.4
בית דגן קרינה                                     ,2524,23-07-2020,גלובאלית,230.4,864,1533.6,2214,2865.6,3276,3474,3438,3193.2,2754,2127.6,1375.2,507.6,57.6
בית דגן קרינה                                     ,2524,23-07-2020,ישירה,288,1159.2,1688.4,2084.4,2473.2,2674.8,2836.8,2858.4,2880,2836.8,2581.2,2163.6,921.6,57.6
בית דגן קרינה                                     ,2524,24-07-2020,ישירה,36,237.6,1414.8,1915.2,2653.2,3042,3207.6,3110.4,3052.8,3013.2,2840.4,2444.4,1612.8,133.2
בית דגן קרינה                                     ,2524,24-07-2020,מפוזרת,154.8,450,666,774,583.2,464.4,388.8,442.8,435.6,363.6,316.8,288,201.6,43.2
בית דגן קרינה                                     ,2524,24-07-2020,גלובאלית,183.6,579.6,1533.6,2275.2,2930.4,3380.4,3585.6,3513.6,3258,2793.6,2163.6,1414.8,615.6,61.2
בית דגן קרינה                                     ,2524,25-07-2020,מפוזרת,140.4,432,622.8,406.8,399.6,345.6,334.8,331.2,327.6,295.2,277.2,270,205.2,43.2
בית דגן קרינה                                     ,2524,25-07-2020,ישירה,162,514.8,990,2728.8,3009.6,3258,3351.6,3358.8,3297.6,3222,3016.8,2566.8,1742.4,190.8
בית דגן קרינה                                     ,2524,25-07-2020,גלובאלית,198,669.6,1274.4,2404.8,3002.4,3427.2,3607.2,3549.6,3279.6,2818.8,2181.6,1414.8,630,61.2
בית דגן קרינה                                     ,2524,26-07-2020,ישירה,61.2,345.6,1605.6,2059.2,2394,2476.8,2595.6,2538,2365.2,2167.2,1846.8,1346.4,622.8,39.6
בית דגן קרינה                                     ,2524,26-07-2020,מפוזרת,169.2,435.6,590.4,626.4,658.8,734.4,720,730.8,738,694.8,619.2,500.4,298.8,54
בית דגן קרינה                                     ,2524,26-07-2020,גלובאלית,212.4,644.4,1569.6,2203.2,2786.4,3175.2,3380.4,3304.8,2998.8,2527.2,1904.4,1184.4,496.8,61.2
בית דגן קרינה                                     ,2524,27-07-2020,ישירה,14.4,144,-,147.6,381.6,1735.2,2217.6,2350.8,1843.2,1465.2,1724.4,1152,540,18
בית דגן קרינה                                     ,2524,27-07-2020,מפוזרת,86.4,435.6,-,914.4,1206,1159.2,975.6,874.8,1015.2,1004.4,669.6,540,446.4,54
בית דגן קרינה                                     ,2524,27-07-2020,גלובאלית,97.2,543.6,-,1166.4,1731.6,3013.2,3330,3294,2916,2372.4,1886.4,1152,637.2,61.2
בית דגן קרינה                                     ,2524,28-07-2020,ישירה,43.2,572.4,406.8,1393.2,1915.2,1990.8,2286,2300.4,2332.8,2181.6,1854,1317.6,622.8,21.6
בית דגן קרינה                                     ,2524,28-07-2020,מפוזרת,144,446.4,705.6,856.8,860.4,910.8,878.4,853.2,748.8,687.6,619.2,496.8,298.8,46.8
בית דגן קרינה                                     ,2524,28-07-2020,גלובאלית,169.2,720,1029.6,2016,2653.2,2984.4,3286.8,3240,2988,2534.4,1911.6,1170,493.2,54
בית דגן קרינה                                     ,2524,29-07-2020,מפוזרת,147.6,489.6,648,759.6,831.6,932.4,846,720,648,612,532.8,446.4,280.8,46.8
בית דגן קרינה                                     ,2524,29-07-2020,ישירה,169.2,468,716.4,1706.4,2048.4,2102.4,2332.8,2523.6,2534.4,2347.2,2116.8,1594.8,795.6,46.8
בית דגן קרינה                                     ,2524,29-07-2020,גלובאלית,194.4,698.4,1148.4,2091.6,2700,3052.8,3272.4,3268.8,3038.4,2570.4,1965.6,1227.6,511.2,54
בית דגן קרינה                                     ,2524,30-07-2020,מפוזרת,154.8,378,489.6,518.4,565.2,572.4,554.4,532.8,500.4,478.8,435.6,363.6,241.2,43.2
בית דגן קרינה                                     ,2524,30-07-2020,ישירה,165.6,885.6,1908,2347.2,2548.8,2757.6,2862,2880,2876.4,2714.4,2473.2,2070,1281.6,118.8
בית דגן קרינה                                     ,2524,30-07-2020,גלובאלית,198,752.4,1566,2239.2,2808,3254.4,3459.6,3380.4,3171.6,2696.4,2055.6,1299.6,558,54
בית דגן קרינה                                     ,2524,31-07-2020,מפוזרת,144,345.6,572.4,561.6,565.2,511.2,468,464.4,453.6,442.8,396,334.8,223.2,39.6
בית דגן קרינה                                     ,2524,31-07-2020,גלובאלית,212.4,774,1533.6,2257.2,2851.2,3268.8,3466.8,3416.4,3150,2671.2,2023.2,1278,547.2,50.4
בית דגן קרינה                                     ,2524,31-07-2020,ישירה,399.6,1054.8,1692,2322,2638.8,2894.4,3027.6,3024,2955.6,2797.2,2563.2,2160,1378.8,133.2
בית דגן קרינה                                     ,2524,01-08-2020,ישירה,3.6,64.8,1544.4,2541.6,2775.6,2998.8,3146.4,3114,3114,3049.2,2854.8,2512.8,1738.8,205.2
בית דגן קרינה                                     ,2524,01-08-2020,מפוזרת,136.8,504,612,536.4,532.8,489.6,432,435.6,388.8,345.6,309.6,262.8,187.2,36
בית דגן קרינה                                     ,2524,01-08-2020,גלובאלית,151.2,590.4,1533.6,2358,2916,3326.4,3531.6,3474,3211.2,2746.8,2098.8,1332,576,46.8
בית דגן קרינה                                     ,2524,02-08-2020,מפוזרת,140.4,273.6,547.2,547.2,392.4,410.4,381.6,360,327.6,313.2,284.4,244.8,183.6,39.6
בית דגן קרינה                                     ,2524,02-08-2020,גלובאלית,237.6,828,1231.2,2347.2,2977.2,3369.6,3560.4,3510,3240,2757.6,2116.8,1350,561.6,46.8
בית דגן קרינה                                     ,2524,02-08-2020,ישירה,601.2,1677.6,1195.2,2476.8,3063.6,3142.8,3240,3254.4,3236.4,3114,2952,2624.4,1764,219.6
בית דגן קרינה                                     ,2524,03-08-2020,מפוזרת,100.8,190.8,241.2,306,392.4,482.4,522,514.8,482.4,468,428.4,360,230.4,32.4
בית דגן קרינה                                     ,2524,03-08-2020,גלובאלית,259.2,936,1717.2,2383.2,2923.2,3286.8,3452.4,3398.4,3146.4,2667.6,1990.8,1224,450,36
בית דגן קרינה                                     ,2524,03-08-2020,ישירה,892.8,2487.6,2862,2995.2,3002.4,2962.8,2948.4,2937.6,2919.6,2754,2455.2,1951.2,820.8,3.6
בית דגן קרינה                                     ,2524,04-08-2020,מפוזרת,111.6,338.4,709.2,788.4,680.4,986.4,918,972,752.4,727.2,568.8,378,201.6,32.4
בית דגן קרינה                                     ,2524,04-08-2020,ישירה,147.6,1231.2,1234.8,1144.8,2386.8,1965.6,2289.6,2329.2,2361.6,2253.6,2048.4,1821.6,1339.2,82.8
בית דגן קרינה                                     ,2524,04-08-2020,גלובאלית,151.2,788.4,1422,1735.2,2782.8,2959.2,3294,3373.2,2991.6,2592,1926,1155.6,475.2,36
בית דגן קרינה                                     ,2524,05-08-2020,מפוזרת,118.8,385.2,540,828,856.8,892.8,914.4,1148.4,572.4,370.8,345.6,277.2,201.6,28.8
בית דגן קרינה                                     ,2524,05-08-2020,גלובאלית,151.2,745.2,1447.2,1922.4,2822.4,2944.8,3027.6,2754,3150,2718,2073.6,1306.8,540,28.8
בית דגן קרינה                                     ,2524,05-08-2020,ישירה,169.2,921.6,1627.2,1404,2228.4,2080.8,2019.6,1468.8,2826,2998.8,2782.8,2419.2,1530,97.2
בית דגן קרינה                                     ,2524,06-08-2020,מפוזרת,129.6,349.2,554.4,878.4,777.6,518.4,644.4,572.4,482.4,414,396,345.6,198,28.8
בית דגן קרינה                                     ,2524,06-08-2020,גלובאלית,201.6,676.8,1418.4,1796.4,2714.4,3348,3330,3427.2,3207.6,2678.4,2019.6,1224,460.8,28.8
בית דגן קרינה                                     ,2524,06-08-2020,ישירה,514.8,853.2,1479.6,1130.4,2185.2,2991.6,2671.2,2908.8,3024,2894.4,2599.2,2012.4,1108.8,61.2
בית דגן קרינה                                     ,2524,07-08-2020,ישירה,3.6,7.2,396,1108.8,2109.6,2732.4,2955.6,3056.4,2869.2,2534.4,2556,2206.8,1278,54
בית דגן קרינה                                     ,2524,07-08-2020,מפוזרת,86.4,352.8,813.6,1004.4,907.2,662.4,568.8,504,558,601.2,424.8,316.8,201.6,25.2
בית דגן קרינה                                     ,2524,07-08-2020,גלובאלית,97.2,403.2,1155.6,1947.6,2811.6,3276,3484.8,3463.2,3168,2631.6,2012.4,1252.8,478.8,25.2
בית דגן קרינה                                     ,2524,08-08-2020,ישירה,72,745.2,1058.4,1540.8,1911.6,2073.6,2296.8,2257.2,2754,2649.6,1504.8,496.8,262.8,0
בית דגן קרינה                                     ,2524,08-08-2020,מפוזרת,126,439.2,572.4,838.8,1000.8,1018.8,986.4,792,565.2,576,644.4,500.4,248.4,25.2
בית דגן קרינה                                     ,2524,08-08-2020,גלובאלית,154.8,730.8,1191.6,2008.8,2786.4,3132,3380.4,3099.6,3110.4,2700,1670.4,777.6,334.8,25.2
בית דגן קרינה                                     ,2524,09-08-2020,מפוזרת,140.4,313.2,619.2,673.2,849.6,838.8,932.4,838.8,928.8,864,828,496.8,201.6,32.4
בית דגן קרינה                                     ,2524,09-08-2020,גלובאלית,183.6,702,1389.6,2091.6,2221.2,2710.8,2538,3409.2,2786.4,2098.8,1951.2,1198.8,489.6,36
בית דגן קרינה                                     ,2524,09-08-2020,ישירה,201.6,1141.2,1350,1947.6,1508.4,1864.8,1512,2581.2,1936.8,1440,1684.8,1580.4,1314,75.6
בית דגן קרינה                                     ,2524,10-08-2020,מפוזרת,111.6,259.2,543.6,878.4,954,792,579.6,482.4,414,392.4,450,414,212.4,21.6
בית דגן קרינה                                     ,2524,10-08-2020,גלובאלית,176.4,784.8,1544.4,1638,2210.4,2768.4,3376.8,3427.2,3128.4,2642.4,1900.8,1242,428.4,25.2
בית דגן קרינה                                     ,2524,10-08-2020,ישירה,478.8,1594.8,1890,950.4,1328.4,1969.2,2818.8,3031.2,2995.2,2865.6,2253.6,1947.6,972,28.8
בית דגן קרינה                                     ,2524,11-08-2020,מפוזרת,115.2,252,421.2,666,813.6,579.6,828,831.6,925.2,932.4,673.2,356.4,219.6,21.6
בית דגן קרינה                                     ,2524,11-08-2020,גלובאלית,158.4,788.4,1494,1663.2,2138.4,3398.4,3366,3088.8,2347.2,2106,1620,1018.8,450,25.2
בית דגן קרינה                                     ,2524,11-08-2020,ישירה,176.4,1594.8,2062.8,1375.2,1450.8,3042,2545.2,2268,1468.8,1335.6,1436.4,1609.2,1162.8,39.6
בית דגן קרינה                                     ,2524,12-08-2020,מפוזרת,97.2,306,583.2,860.4,716.4,860.4,1022.4,759.6,727.2,590.4,478.8,399.6,212.4,18
בית דגן קרינה                                     ,2524,12-08-2020,גלובאלית,136.8,766.8,1465.2,1717.2,1306.8,2743.2,3312,3290.4,2923.2,2534.4,1933.2,1141.2,338.4,21.6
בית דגן קרינה                                     ,2524,12-08-2020,ישירה,266.4,1425.6,1620,1166.4,630,1890,2224.8,2545.2,2368.8,2440.8,2347.2,1717.2,464.4,3.6
בית דגן קרינה                                     ,2524,13-08-2020,ישירה,32.4,1278,1353.6,1465.2,2106,2397.6,3024,3031.2,2952,2782.8,2534.4,2012.4,1101.6,3.6
בית דגן קרינה                                     ,2524,13-08-2020,מפוזרת,104.4,313.2,543.6,846,817.2,619.2,475.2,464.4,468,442.8,396,324,180,14.4
בית דגן קרינה                                     ,2524,13-08-2020,גלובאלית,122.4,738,1288.8,1947.6,2664,2908.8,3416.4,3373.2,3088.8,2588.4,1947.6,1162.8,414,18
בית דגן קרינה                                     ,2524,14-08-2020,מפוזרת,93.6,327.6,554.4,813.6,630,496.8,468,475.2,496.8,471.6,432,381.6,176.4,14.4
בית דגן קרינה                                     ,2524,14-08-2020,גלובאלית,118.8,662.4,1299.6,2026.8,2743.2,3225.6,3430.8,3376.8,3088.8,2599.2,1868.4,964.8,273.6,18
בית דגן קרינה                                     ,2524,14-08-2020,ישירה,122.4,878.4,1411.2,1587.6,2462.4,2901.6,3038.4,3024,2894.4,2746.8,2304,1321.2,367.2,0
בית דגן קרינה                                     ,2524,15-08-2020,מפוזרת,97.2,316.8,565.2,831.6,644.4,460.8,432,493.2,684,514.8,450,464.4,201.6,18
בית דגן קרינה                                     ,2524,15-08-2020,גלובאלית,133.2,748.8,1378.8,1540.8,2390.4,3247.2,3438,3398.4,2908.8,2638.8,1872,853.2,309.6,18
בית דגן קרינה                                     ,2524,15-08-2020,ישירה,208.8,1306.8,1530,853.2,1976.4,2991.6,3103.2,3024,2379.6,2739.6,2311.2,802.8,478.8,0
בית דגן קרינה                                     ,2524,16-08-2020,מפוזרת,86.4,356.4,460.8,648,442.8,396,370.8,370.8,367.2,338.4,298.8,244.8,151.2,10.8
בית דגן קרינה                                     ,2524,16-08-2020,גלובאלית,118.8,720,1551.6,2142,2826,3308.4,3502.8,3438,3175.2,2671.2,2001.6,1216.8,417.6,10.8
בית דגן קרינה                                     ,2524,16-08-2020,ישירה,216,990,2077.2,2059.2,2890.8,3178.8,3276,3265.2,3218.4,3114,2916,2502,1468.8,0
בית דגן קרינה                                     ,2524,17-08-2020,מפוזרת,97.2,270,338.4,360,392.4,381.6,374.4,316.8,295.2,273.6,252,226.8,140.4,10.8
בית דגן קרינה                                     ,2524,17-08-2020,גלובאלית,136.8,784.8,1551.6,2304,2862,3308.4,3488.4,3470.4,3175.2,2674.8,1990.8,1213.2,421.2,10.8
בית דגן קרינה                                     ,2524,17-08-2020,ישירה,306,1605.6,2390.4,2869.2,3016.8,3214.8,3268.8,3376.8,3333.6,3232.8,3006,2574,1569.6,0
בית דגן קרינה                                     ,2524,18-08-2020,מפוזרת,79.2,284.4,363.6,709.2,568.8,464.4,421.2,367.2,385.2,446.4,435.6,316.8,172.8,10.8
בית דגן קרינה                                     ,2524,18-08-2020,ישירה,100.8,903.6,2314.8,2113.2,2732.4,3027.6,3153.6,3240,3117.6,2811.6,2386.8,1926,550.8,0
בית דגן קרינה                                     ,2524,18-08-2020,גלובאלית,108,619.2,1537.2,2217.6,2851.2,3247.2,3430.8,3405.6,3103.2,2581.2,1879.2,1090.8,306,14.4
בית דגן קרינה                                     ,2524,19-08-2020,ישירה,68.4,716.4,957.6,954,1972.8,2995.2,3153.6,3200.4,3117.6,3009.6,2808,2437.2,1411.2,0
בית דגן קרינה                                     ,2524,19-08-2020,מפוזרת,93.6,381.6,666,727.2,734.4,518.4,439.2,399.6,385.2,352.8,306,241.2,147.6,10.8
בית דגן קרינה                                     ,2524,19-08-2020,גלובאלית,111.6,669.6,1234.8,1515.6,2476.8,3286.8,3459.6,3412.8,3110.4,2606.4,1947.6,1177.2,396,10.8
בית דגן קרינה                                     ,2524,20-08-2020,מפוזרת,86.4,252,399.6,547.2,486,547.2,378,306,280.8,244.8,216,190.8,126,7.2
בית דגן קרינה                                     ,2524,20-08-2020,גלובאלית,129.6,792,1447.2,2268,2995.2,3301.2,3463.2,3441.6,3168,2685.6,2008.8,1202.4,396,7.2
בית דגן קרינה                                     ,2524,20-08-2020,ישירה,252,1695.6,2077.2,2426.4,3056.4,2970,3236.4,3366,3351.6,3308.4,3128.4,2710.8,1594.8,0
בית דגן קרינה                                     ,2524,21-08-2020,מפוזרת,75.6,248.4,324,684,680.4,565.2,849.6,997.2,932.4,842.4,626.4,421.2,201.6,7.2
בית דגן קרינה                                     ,2524,21-08-2020,גלובאלית,115.2,774,1569.6,1886.4,2869.2,3258,3013.2,2948.4,2430,2152.8,1299.6,860.4,288,7.2
בית דגן קרינה                                     ,2524,21-08-2020,ישירה,306,1771.2,2505.6,1724.4,2624.4,2919.6,2149.2,1904.4,1486.8,1551.6,1008,1022.4,417.6,0
בית דגן קרינה                                     ,2524,22-08-2020,מפוזרת,75.6,226.8,388.8,655.2,748.8,597.6,529.2,518.4,489.6,446.4,385.2,306,147.6,7.2
בית דגן קרינה                                     ,2524,22-08-2020,גלובאלית,122.4,795.6,1458,2199.6,2980.8,3121.2,3380.4,3290.4,3042,2538,1868.4,1065.6,313.2,7.2
בית דגן קרינה                                     ,2524,22-08-2020,ישירה,302.4,1926,2170.8,2232,2631.6,2696.4,2959.2,2930.4,2923.2,2779.2,2545.2,1962,871.2,0
בית דגן קרינה                                     ,2524,23-08-2020,מפוזרת,75.6,277.2,475.2,594,738,651.6,403.2,334.8,313.2,309.6,273.6,244.8,126,3.6
בית דגן קרינה                                     ,2524,23-08-2020,גלובאלית,104.4,676.8,1584,1872,2070,2707.2,3416.4,3362.4,3085.2,2574,1908,1080,342,7.2
בית דגן קרינה                                     ,2524,23-08-2020,ישירה,208.8,1317.6,2174.4,1782,1508.4,2145.6,3157.2,3207.6,3189.6,3024,2793.6,2095.2,1000.8,0
בית דגן קרינה                                     ,2524,24-08-2020,ישירה,50.4,1926,2527.2,2912.4,3042,3222,3319.2,3326.4,3265.2,3135.6,2847.6,2448,1321.2,0
בית דגן קרינה                                     ,2524,24-08-2020,מפוזרת,68.4,201.6,280.8,324,345.6,316.8,291.6,280.8,273.6,259.2,244.8,208.8,122.4,3.6
בית דגן קרינה                                     ,2524,24-08-2020,גלובאלית,86.4,784.8,1555.2,2275.2,2811.6,3240,3445.2,3391.2,3096,2588.4,1897.2,1119.6,345.6,3.6
בית דגן קרינה                                     ,2524,25-08-2020,מפוזרת,86.4,241.2,439.2,468,381.6,381.6,360,342,338.4,334.8,313.2,248.4,133.2,3.6
בית דגן קרינה                                     ,2524,25-08-2020,גלובאלית,118.8,752.4,1515.6,2246.4,2818.8,3218.4,3409.2,3358.8,3052.8,2516.4,1828.8,1062,306,3.6
בית דגן קרינה                                     ,2524,25-08-2020,ישירה,270,1756.8,2095.2,2599.2,3002.4,3096,3196.8,3218.4,3135.6,2923.2,2588.4,2109.6,986.4,0
בית דגן קרינה                                     ,2524,26-08-2020,מפוזרת,64.8,327.6,525.6,558,374.4,363.6,342,327.6,306,298.8,288,266.4,133.2,3.6
בית דגן קרינה                                     ,2524,26-08-2020,גלובאלית,79.2,482.4,1281.6,1994.4,2840.4,3243.6,3420,3362.4,3056.4,2538,1857.6,1062,266.4,3.6
בית דגן קרינה                                     ,2524,26-08-2020,ישירה,82.8,460.8,1490.4,2012.4,2998.8,3160.8,3243.6,3254.4,3196.8,3027.6,2714.4,2005.2,601.2,0
בית דגן קרינה                                     ,2524,27-08-2020,מפוזרת,61.2,309.6,396,554.4,482.4,453.6,410.4,334.8,324,313.2,262.8,208.8,126,3.6
בית דגן קרינה                                     ,2524,27-08-2020,גלובאלית,93.6,741.6,1274.4,2149.2,2923.2,3355.2,3492,3387.6,3078,2548.8,1846.8,1098,298.8,3.6
בית דגן קרינה                                     ,2524,27-08-2020,ישירה,273.6,1537.2,1800,2314.8,3009.6,3218.4,3258,3304.8,3243.6,3110.4,2854.8,2502,936,0
בית דגן קרינה                                     ,2524,28-08-2020,מפוזרת,64.8,230.4,298.8,360,392.4,486,500.4,468,435.6,399.6,356.4,288,133.2,3.6
בית דגן קרינה                                     ,2524,28-08-2020,גלובאלית,90,723.6,1504.8,2206.8,2797.2,3178.8,3333.6,3258,2952,2430,1760.4,993.6,270,3.6
בית דגן קרינה                                     ,2524,28-08-2020,ישירה,223.2,1713.6,2473.2,2779.2,2980.8,2952,2959.2,2973.6,2923.2,2775.6,2487.6,1882.8,705.6,0
בית דגן קרינה                                     ,2524,29-08-2020,ישירה,10.8,734.4,2080.8,2451.6,2732.4,2818.8,2872.8,2790,2617.2,2340,2016,1346.4,298.8,0
בית דגן קרינה                                     ,2524,29-08-2020,מפוזרת,64.8,324,396,475.2,504,543.6,561.6,572.4,576,547.2,475.2,360,147.6,3.6
בית דגן קרינה                                     ,2524,29-08-2020,גלובאלית,75.6,597.6,1432.8,2127.6,2718,3106.8,3283.2,3178.8,2844,2278.8,1641.6,892.8,219.6,3.6
בית דגן קרינה                                     ,2524,30-08-2020,ישירה,43.2,734.4,1198.8,1922.4,2232,2354.4,2354.4,2016,867.6,1072.8,1368,482.4,136.8,0
בית דגן קרינה                                     ,2524,30-08-2020,מפוזרת,72,338.4,752.4,658.8,712.8,777.6,802.8,957.6,1191.6,918,633.6,370.8,136.8,0
בית דגן קרינה                                     ,2524,30-08-2020,גלובאלית,82.8,594,1447.2,2012.4,2588.4,2991.6,3114,2977.2,2138.4,1821.6,1490.4,590.4,176.4,0
בית דגן קרינה                                     ,2524,31-08-2020,ישירה,46.8,727.2,1321.2,1688.4,2185.2,2282.4,2314.8,2246.4,2181.6,2019.6,1652.4,1033.2,133.2,0
בית דגן קרינה                                     ,2524,31-08-2020,מפוזרת,64.8,313.2,558,705.6,716.4,802.8,828,820.8,712.8,637.2,532.8,370.8,126,0
בית דגן קרינה                                     ,2524,31-08-2020,גלובאלית,75.6,565.2,1278,1922.4,2556,2948.4,3117.6,3045.6,2714.4,2196,1526.4,792,169.2,0
בית דגן קרינה                                     ,2524,01-09-2020,ישירה,32.4,601.2,745.2,856.8,1342.8,2098.8,2242.8,2181.6,1965.6,1954.8,1882.8,1080,129.6,0
בית דגן קרינה                                     ,2524,01-09-2020,מפוזרת,75.6,468,676.8,842.4,968.4,871.2,849.6,892.8,885.6,691.2,493.2,338.4,133.2,0
בית דגן קרינה                                     ,2524,01-09-2020,גלובאלית,90,698.4,1144.8,1540.8,2232,2901.6,3070.8,3031.2,2689.2,2199.6,1584,781.2,172.8,0
בית דגן קרינה                                     ,2524,02-09-2020,מפוזרת,57.6,266.4,496.8,734.4,561.6,500.4,493.2,493.2,471.6,435.6,367.2,266.4,115.2,0
בית דגן קרינה                                     ,2524,02-09-2020,גלובאלית,72,597.6,1180.8,2041.2,2692.8,3056.4,3211.2,3139.2,2833.2,2332.8,1666.8,928.8,230.4,0
בית דגן קרינה                                     ,2524,02-09-2020,ישירה,72,1018.8,1310.4,1814.4,2563.2,2840.4,2937.6,2908.8,2818.8,2653.2,2408.4,1929.6,691.2,0
